data	codigo_bdi	codigo_negociacao_papel	tp_mercado	nome_res	especi	prazo_tot	mod_ref	pre_abe	pre_max	pre_min	pre_med	pre_ult	pre_ofc	pre_ofv	tot_neg	qua_tot	vol_tot	pre_exe	ind_opc	dat_venc	fat_cot	pto_exe	cod_isi	dis_mes
2018-01-02	78	BVMFC24	70	BVMF    /EJ	ON      NM	000	R$	0.50	0.50	0.50	0.50	0.50	0.00	0.00	1	200	100.00	24.12	0	2018-03-19	1	0.000000	BRBVMFACNOR3	143
2018-01-02	78	BVMFC53	70	BVMF    /EJ	ON      NM	000	R$	0.81	0.81	0.76	0.78	0.76	0.00	0.00	2	22000	17320.00	23.62	0	2018-03-19	1	0.000000	BRBVMFACNOR3	143
2018-01-02	82	BVMFM50	80	BVMFE    /EJ	ON      NM	000	R$	0.03	0.03	0.03	0.03	0.03	0.01	0.18	2	5000	150.00	20.62	0	2018-01-15	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFM51	80	BVMFE    /EJ	ON      NM	000	R$	0.04	0.04	0.04	0.04	0.04	0.01	0.00	1	400	16.00	21.62	0	2018-01-15	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFM52	80	BVMFE    /EJ	ON      NM	000	R$	0.11	0.11	0.11	0.11	0.11	0.01	0.00	1	100	11.00	22.62	0	2018-01-15	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFM53	80	BVMFE    /EJ	ON      NM	000	R$	0.48	0.48	0.48	0.48	0.48	0.00	0.00	1	700	336.00	23.62	0	2018-01-15	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFM63	80	BVMFE    /EJ	ON      NM	000	R$	0.43	0.43	0.43	0.43	0.43	0.00	0.00	1	15100	6493.00	23.37	0	2018-01-15	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFM71	80	BVMFE    /EJ	ON      NM	000	R$	0.06	0.06	0.06	0.06	0.06	0.00	0.00	1	600	36.00	21.37	0	2018-01-15	1	0.000000	BRBVMFACNOR3	140
2018-01-02	82	BVMFM83	80	BVMFE  FM/EJ	ON      NM	000	R$	0.19	0.21	0.12	0.17	0.21	0.24	0.30	4	19400	3361.00	22.87	0	2018-01-15	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFN23	80	BVMFE    /EJ	ON      NM	000	R$	0.60	0.72	0.60	0.65	0.72	0.00	0.00	2	22000	14400.00	23.12	0	2018-02-19	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFN50	80	BVMFE    /EJ	ON      NM	000	R$	0.06	0.06	0.06	0.06	0.06	0.00	0.00	1	5000	300.00	20.62	0	2018-02-19	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFN52	80	BVMFE  FM/EJ	ON      NM	000	R$	0.39	0.50	0.39	0.44	0.50	0.00	0.00	3	15000	6650.00	22.62	0	2018-02-19	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFN62	80	BVMFE    /EJ	ON      NM	000	R$	0.33	0.42	0.33	0.37	0.42	0.00	0.00	2	22000	8160.00	22.37	0	2018-02-19	1	0.000000	BRBVMFACNOR3	140
2018-01-02	82	BVMFN63	80	BVMFE    /EJ	ON      NM	000	R$	0.85	0.85	0.85	0.85	0.85	0.00	0.00	1	10000	8500.00	23.37	0	2018-02-19	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFN82	80	BVMFE  FM/EJ	ON      NM	000	R$	0.23	0.23	0.23	0.23	0.23	0.00	0.00	1	5000	1150.00	21.87	0	2018-02-19	1	0.000000	BRBVMFACNOR3	142
2018-01-02	82	BVMFN94	80	BVMFE  FM/EJ	ON      NM	000	R$	0.79	0.97	0.74	0.85	0.92	0.00	0.00	14	61000	52020.00	23.62	0	2018-02-19	1	0.000000	BRBVMFACNOR3	140
2018-01-02	82	BVMFO225	80	BVMFE    /EJ	ON      NM	000	R$	0.51	0.61	0.51	0.55	0.61	0.00	0.00	2	22000	12220.00	22.37	0	2018-03-19	1	0.000000	BRBVMFACNOR3	143
2018-01-02	82	BVMFO23	80	BVMFE    /EJ	ON      NM	000	R$	0.80	0.92	0.80	0.85	0.92	0.00	0.00	2	22000	18800.00	23.12	0	2018-03-19	1	0.000000	BRBVMFACNOR3	143
2018-01-02	82	BVMFO3	80	BVMFE    /EJ	ON      NM	000	R$	0.60	0.70	0.60	0.64	0.70	0.00	0.00	2	22000	14200.00	22.62	0	2018-03-19	1	0.000000	BRBVMFACNOR3	140
2018-01-02	2	CAMB4	10	CAMBUCI	PN		R$	8.99	8.99	8.99	8.99	8.99	8.70	9.90	1	1000	8990.00	0.00	0	9999-12-31	1	0.000000	BRCAMBACNPR1	118
2018-01-02	2	CAML3	10	CAMIL	ON      NM		R$	7.85	7.88	7.74	7.79	7.82	7.78	7.82	1778	1563100	12189619.00	0.00	0	9999-12-31	1	0.000000	BRCAMLACNOR3	101
2018-01-02	96	CAML3F	20	CAMIL	ON      NM		R$	8.15	8.15	7.76	7.83	7.77	7.71	7.82	36	1268	9931.56	0.00	0	9999-12-31	1	0.000000	BRCAMLACNOR3	101
2018-01-02	62	CAML3T	30	CAMIL	ON      NM	030	R$	7.84	7.85	7.84	7.84	7.85	0.00	0.00	2	10000	78483.60	0.00	0	9999-12-31	1	0.000000	BRCAMLACNOR3	101
2018-01-02	62	CAML3T	30	CAMIL	ON      NM	090	R$	7.93	7.94	7.93	7.93	7.94	0.00	0.00	2	5000	39651.10	0.00	0	9999-12-31	1	0.000000	BRCAMLACNOR3	101
2018-01-02	2	CARD3	10	CSU CARDSYST	ON      NM		R$	9.85	10.48	9.85	10.22	10.22	10.19	10.22	557	235200	2406059.00	0.00	0	9999-12-31	1	0.000000	BRCARDACNOR9	111
2018-01-02	96	CARD3F	20	CSU CARDSYST	ON      NM		R$	9.85	10.44	9.82	10.15	10.25	10.20	10.30	40	1055	10708.89	0.00	0	9999-12-31	1	0.000000	BRCARDACNOR9	111
2018-01-02	12	CARE11	10	FII DEA CARE	CI		R$	2.20	2.20	2.20	2.20	2.20	2.00	2.20	2	501	1102.20	0.00	0	9999-12-31	1	0.000000	BRCARECTF000	102
2018-01-02	12	CBOP11	10	FII C BRANCO	CI  ER		R$	740.30	760.00	740.30	750.01	750.00	740.10	750.00	13	125	93751.33	0.00	0	9999-12-31	1	0.000000	BRCBOPCTF001	152
2018-01-02	2	CCPR3	10	CYRE COM-CCP	ON      NM		R$	8.90	9.29	8.90	8.92	9.29	9.00	9.29	5	1800	16060.00	0.00	0	9999-12-31	1	0.000000	BRCCPRACNOR9	112
2018-01-02	96	CCPR3F	20	CYRE COM-CCP	ON      NM		R$	10.30	10.30	10.30	10.30	10.30	8.93	10.30	1	11	113.30	0.00	0	9999-12-31	1	0.000000	BRCCPRACNOR9	112
2018-01-02	2	CCRO3	10	CCR SA	ON      NM		R$	16.30	16.82	16.30	16.59	16.56	16.56	16.58	19003	5598900	92938195.00	0.00	0	9999-12-31	1	0.000000	BRCCROACNOR2	132
2018-01-02	96	CCRO3F	20	CCR SA	ON      NM		R$	16.16	16.74	16.16	16.58	16.54	16.54	16.73	124	3996	66273.34	0.00	0	9999-12-31	1	0.000000	BRCCROACNOR2	132
2018-01-02	62	CCRO3T	30	CCR SA	ON      NM	030	R$	16.72	16.73	16.72	16.72	16.73	0.00	0.00	4	1600	26758.34	0.00	0	9999-12-31	1	0.000000	BRCCROACNOR2	132
2018-01-02	78	CCROA16	70	CCRO  FM	ON      NM	000	R$	0.90	0.90	0.90	0.90	0.90	0.00	0.00	1	2000	1800.00	15.86	0	2018-01-15	1	0.000000	BRCCROACNOR2	131
2018-01-02	78	CCROA17	70	CCRO  FM	ON      NM	000	R$	0.20	0.29	0.20	0.21	0.23	0.20	0.00	11	20100	4412.00	16.86	0	2018-01-15	1	0.000000	BRCCROACNOR2	131
2018-01-02	78	CCROA67	70	CCROE	ON      NM	000	R$	0.42	0.42	0.31	0.34	0.31	0.00	0.00	20	2400	817.00	16.61	0	2018-01-15	1	0.000000	BRCCROACNOR2	131
2018-01-02	78	CCROB16	70	CCRO  FM	ON      NM	000	R$	0.96	0.96	0.96	0.96	0.96	0.00	0.00	1	3000	2880.00	16.36	0	2018-02-19	1	0.000000	BRCCROACNOR2	132
2018-01-02	78	CCROB46	70	CCRO  FM	ON      NM	000	R$	0.66	0.66	0.66	0.66	0.66	0.00	0.00	1	500	330.00	16.86	0	2018-02-19	1	0.000000	BRCCROACNOR2	132
2018-01-02	78	CCROB47	70	CCRO  FM	ON      NM	000	R$	0.27	0.42	0.27	0.41	0.40	0.00	0.00	3	3000	1237.00	17.36	0	2018-02-19	1	0.000000	BRCCROACNOR2	131
2018-01-02	82	CCROM46	80	CCROE  FM	ON      NM	000	R$	0.29	0.29	0.29	0.29	0.29	0.00	0.00	1	1400	406.00	16.36	0	2018-01-15	1	0.000000	BRCCROACNOR2	131
2018-01-02	82	CCRON15	80	CCROE  FM	ON      NM	000	R$	0.20	0.20	0.20	0.20	0.20	0.00	0.00	1	2000	400.00	15.36	0	2018-02-19	1	0.000000	BRCCROACNOR2	132
2018-01-02	2	CCXC3	10	CCX CARVAO	ON      NM		R$	0.63	0.63	0.61	0.61	0.63	0.61	0.63	51	128200	78771.00	0.00	0	9999-12-31	1	0.000000	BRCCXCACNOR5	102
2018-01-02	2	CELP3	10	CELPA	ON		R$	1.81	1.81	1.80	1.80	1.80	1.78	1.87	3	3500	6305.00	0.00	0	9999-12-31	1	0.000000	BRCELPACNOR8	115
2018-01-02	12	CEOC11	10	FII CEO CCP	CI		R$	89.01	91.99	89.01	91.53	91.80	91.23	91.79	32	455	41646.56	0.00	0	9999-12-31	1	0.000000	BRCEOCCTF003	137
2018-01-02	2	CEPE5	10	CELPE	PNA EJ		R$	15.50	15.50	15.50	15.50	15.50	14.50	15.50	1	100	1550.00	0.00	0	9999-12-31	1	0.000000	BRCEPEACNPA6	158
2018-01-02	2	CESP3	10	CESP	ON      N1		R$	11.12	11.12	11.01	11.10	11.12	11.12	11.21	8	3000	33321.00	0.00	0	9999-12-31	1	0.000000	BRCESPACNOR3	166
2018-01-02	62	CESP3T	30	CESP	ON      N1	030	R$	11.17	11.18	11.17	11.17	11.18	0.00	0.00	2	1200	13414.66	0.00	0	9999-12-31	1	0.000000	BRCESPACNOR3	166
2018-01-02	2	CESP5	10	CESP	PNA     N1		R$	20.00	20.00	19.32	19.49	19.32	19.12	20.00	10	1300	25341.00	0.00	0	9999-12-31	1	0.000000	BRCESPACNPA6	113
2018-01-02	2	CESP6	10	CESP	PNB     N1		R$	13.19	13.39	13.10	13.22	13.10	13.09	13.10	3615	870400	11514870.00	0.00	0	9999-12-31	1	0.000000	BRCESPACNPB4	125
2018-01-02	96	CESP6F	20	CESP	PNB     N1		R$	13.49	13.49	13.13	13.27	13.20	13.12	13.20	31	856	11359.82	0.00	0	9999-12-31	1	0.000000	BRCESPACNPB4	125
2018-01-02	2	CGAS3	10	COMGAS	ON  EJ		R$	55.50	57.80	55.50	56.84	57.80	55.55	57.80	35	11600	659370.00	0.00	0	9999-12-31	1	0.000000	BRCGASACNOR0	144
2018-01-02	96	CGAS3F	20	COMGAS	ON  EJ		R$	54.99	59.70	54.99	57.67	56.97	56.00	56.97	8	97	5594.58	0.00	0	9999-12-31	1	0.000000	BRCGASACNOR0	144
2018-01-02	2	CGAS5	10	COMGAS	PNA EJ		R$	59.35	60.00	59.33	59.57	59.85	59.66	59.85	574	278700	16604795.00	0.00	0	9999-12-31	1	0.000000	BRCGASACNPA3	141
2018-01-02	96	CGAS5F	20	COMGAS	PNA EJ		R$	61.50	61.50	59.30	60.02	60.00	59.55	61.49	15	205	12304.22	0.00	0	9999-12-31	1	0.000000	BRCGASACNPA3	141
2018-01-02	2	CGRA3	10	GRAZZIOTIN	ON  EJ		R$	27.12	27.12	26.80	27.06	26.80	26.70	27.50	7	700	18946.00	0.00	0	9999-12-31	1	0.000000	BRCGRAACNOR2	68
2018-01-02	96	CGRA3F	20	GRAZZIOTIN	ON  EJ		R$	27.00	27.00	27.00	27.00	27.00	27.00	27.90	3	57	1539.00	0.00	0	9999-12-31	1	0.000000	BRCGRAACNOR2	68
2018-01-02	2	CGRA4	10	GRAZZIOTIN	PN  EJ		R$	27.30	27.67	27.04	27.46	27.44	27.44	27.69	58	15800	434014.00	0.00	0	9999-12-31	1	0.000000	BRCGRAACNPR9	68
2018-01-02	96	CGRA4F	20	GRAZZIOTIN	PN  EJ		R$	27.51	27.51	27.51	27.51	27.51	27.36	27.84	2	21	577.71	0.00	0	9999-12-31	1	0.000000	BRCGRAACNPR9	68
2018-01-02	2	CHVX34	10	CHEVRON	DRN		R$	207.60	207.60	207.60	207.60	207.60	0.00	0.00	1	400	83040.00	0.00	0	9999-12-31	1	0.000000	BRCHVXBDR008	127
2018-01-02	2	CIEL3	10	CIELO	ON  EJ  NM		R$	23.54	24.38	23.54	24.13	24.09	24.07	24.09	15201	3755100	90635890.00	0.00	0	9999-12-31	1	0.000000	BRCIELACNOR3	127
2018-01-02	96	CIEL3F	20	CIELO	ON  EJ  NM		R$	23.41	24.35	23.41	24.10	24.32	23.93	24.32	213	6392	154083.62	0.00	0	9999-12-31	1	0.000000	BRCIELACNOR3	127
2018-01-02	78	CIELA24	70	CIEL    /EJ	ON      NM	000	R$	0.29	0.47	0.29	0.35	0.34	0.20	0.42	31	17800	6382.00	24.12	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELA43	70	CIELE    /EJ	ON      NM	000	R$	0.48	0.58	0.48	0.49	0.49	0.00	0.00	4	13500	6630.00	23.87	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELA53	70	CIEL  FM/EJ	ON      NM	000	R$	0.82	0.82	0.66	0.69	0.66	0.41	0.00	3	12500	8650.00	23.62	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELA54	70	CIEL  FM/EJ	ON      NM	000	R$	0.07	0.20	0.07	0.14	0.15	0.00	0.30	17	120800	17030.00	24.62	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELA55	70	CIEL  FM/EJ	ON      NM	000	R$	0.03	0.03	0.03	0.03	0.03	0.01	0.09	1	800	24.00	25.62	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELB24	70	CIEL    /EJ	ON      NM	000	R$	0.72	0.98	0.72	0.87	0.84	0.19	0.00	11	28200	24705.00	24.12	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELB52	70	CIEL  FM/EJ	ON      NM	000	R$	2.04	2.04	2.04	2.04	2.04	0.00	0.00	1	10000	20400.00	22.62	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELB53	70	CIEL  FM/EJ	ON      NM	000	R$	1.07	1.33	1.07	1.17	1.16	0.00	0.00	7	14200	16671.00	23.62	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELB54	70	CIEL  FM/EJ	ON      NM	000	R$	0.68	0.74	0.67	0.68	0.74	0.00	0.74	7	25100	17177.00	24.62	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELB55	70	CIEL  FM/EJ	ON      NM	000	R$	0.20	0.35	0.20	0.29	0.35	0.05	0.37	10	16500	4788.00	25.62	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELB83	70	CIELE    /EJ	ON      NM	000	R$	1.13	1.13	1.13	1.13	1.13	0.00	0.00	1	10000	11300.00	23.87	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELB84	70	CIELE    /EJ	ON      NM	000	R$	0.55	0.55	0.55	0.55	0.55	0.10	0.00	1	200	110.00	24.87	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELC24	70	CIEL    /EJ	ON      NM	000	R$	1.12	1.12	1.12	1.12	1.12	0.00	0.00	1	9100	10192.00	24.31	0	2018-03-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	78	CIELC54	70	CIEL    /EJ	ON      NM	000	R$	0.86	0.86	0.86	0.86	0.86	0.00	0.00	1	9100	7826.00	24.81	0	2018-03-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELM24	80	CIELE    /EJ	ON      NM	000	R$	0.26	0.39	0.26	0.36	0.39	0.00	0.00	3	13000	4680.00	24.12	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELM43	80	CIELE  FM/EJ	ON      NM	000	R$	0.28	0.28	0.28	0.28	0.28	0.00	0.00	1	10000	2800.00	23.87	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELM53	80	CIELE    /EJ	ON      NM	000	R$	0.20	0.20	0.20	0.20	0.20	0.00	0.00	1	10000	2000.00	23.62	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELM54	80	CIELE    /EJ	ON      NM	000	R$	0.71	0.71	0.71	0.71	0.71	0.00	0.00	1	10000	7100.00	24.62	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELM87	80	CIELE    /EJ	ON      NM	000	R$	2.77	2.77	2.77	2.77	2.77	0.00	0.00	1	500	1385.00	27.16	0	2018-01-15	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELN23	80	CIELE    /EJ	ON      NM	000	R$	0.45	0.52	0.34	0.42	0.44	0.05	0.00	5	35000	15020.00	23.12	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELN24	80	CIELE    /EJ	ON      NM	000	R$	0.64	0.89	0.64	0.73	0.89	0.00	0.00	4	34000	24960.00	24.12	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELN53	80	CIELE    /EJ	ON      NM	000	R$	0.46	0.46	0.46	0.46	0.46	0.00	0.00	1	10000	4600.00	23.62	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELN71	80	CIELE  FM/EJ	ON      NM	000	R$	0.20	0.20	0.20	0.20	0.20	0.10	0.00	1	2000	400.00	21.87	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELN83	80	CIELE  FM/EJ	ON      NM	000	R$	0.54	0.54	0.54	0.54	0.54	0.00	0.00	1	10000	5400.00	23.87	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELN84	80	CIELE    /EJ	ON      NM	000	R$	1.04	1.04	1.04	1.04	1.04	0.00	0.00	1	100	104.00	24.87	0	2018-02-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	82	CIELO53	80	CIELE    /EJ	ON      NM	000	R$	0.69	0.69	0.69	0.69	0.69	0.00	0.00	1	9100	6279.00	23.81	0	2018-03-19	1	0.000000	BRCIELACNOR3	126
2018-01-02	2	CLGN34	10	CELGENE CORP	DRN		R$	345.20	345.20	345.20	345.20	345.20	0.00	0.00	1	1800	621360.00	0.00	0	9999-12-31	1	0.000000	BRCLGNBDR002	100
2018-01-02	96	CLGN34F	20	CELGENE CORP	DRN		R$	345.20	345.20	345.20	345.20	345.20	0.00	0.00	1	42	14498.40	0.00	0	9999-12-31	1	0.000000	BRCLGNBDR002	100
2018-01-02	2	CLSC4	10	CELESC	PN      N2		R$	27.00	27.10	26.80	26.88	27.10	26.80	27.10	53	91100	2448820.00	0.00	0	9999-12-31	1	0.000000	BRCLSCACNPR3	111
2018-01-02	2	CMCS34	10	COMCAST	DRN ED		R$	133.90	133.90	133.90	133.90	133.90	0.00	0.00	1	500	66950.00	0.00	0	9999-12-31	1	0.000000	BRCMCSBDR008	125
2018-01-02	10	CMIG10	10	CEMIG	PN  REC N1		R$	6.89	6.95	6.85	6.90	6.94	6.94	6.95	118	156000	1077771.00	0.00	0	9999-12-31	1	0.000000	BRCMIGR02PR6	219
2018-01-02	96	CMIG10F	20	CEMIG	PN  REC N1		R$	6.94	6.95	6.30	6.80	6.85	6.85	6.90	54	1795	12218.86	0.00	0	9999-12-31	1	0.000000	BRCMIGR02PR6	219
2018-01-02	2	CMIG3	10	CEMIG	ON      N1		R$	6.45	6.68	6.45	6.57	6.60	6.59	6.60	3016	1350000	8882542.00	0.00	0	9999-12-31	1	0.000000	BRCMIGACNOR6	219
2018-01-02	96	CMIG3F	20	CEMIG	ON      N1		R$	6.40	6.70	6.40	6.57	6.70	6.51	6.70	33	1145	7523.16	0.00	0	9999-12-31	1	0.000000	BRCMIGACNOR6	219
2018-01-02	62	CMIG3T	30	CEMIG	ON      N1	030	R$	6.54	6.55	6.54	6.54	6.55	0.00	0.00	2	2500	16352.37	0.00	0	9999-12-31	1	0.000000	BRCMIGACNOR6	219
2018-01-02	2	CMIG4	10	CEMIG	PN      N1		R$	6.88	6.99	6.87	6.94	6.96	6.95	6.96	15789	7373100	51232157.00	0.00	0	9999-12-31	1	0.000000	BRCMIGACNPR3	220
2018-01-02	96	CMIG4F	20	CEMIG	PN      N1		R$	6.87	7.01	6.87	6.95	7.01	6.91	7.01	160	4234	29437.74	0.00	0	9999-12-31	1	0.000000	BRCMIGACNPR3	220
2018-01-02	62	CMIG4T	30	CEMIG	PN      N1	016	R$	6.95	6.96	6.95	6.95	6.96	0.00	0.00	2	10000	69504.48	0.00	0	9999-12-31	1	0.000000	BRCMIGACNPR3	220
2018-01-02	62	CMIG4T	30	CEMIG	PN      N1	030	R$	6.96	7.01	6.95	6.98	7.01	0.00	0.00	12	48300	337414.04	0.00	0	9999-12-31	1	0.000000	BRCMIGACNPR3	220
2018-01-02	62	CMIG4T	30	CEMIG	PN      N1	062	R$	6.99	7.00	6.99	6.99	7.00	0.00	0.00	2	2500	17497.22	0.00	0	9999-12-31	1	0.000000	BRCMIGACNPR3	220
2018-01-02	10	CMIG9	10	CEMIG	ON  REC N1		R$	6.43	6.65	6.41	6.51	6.65	6.64	6.65	415	81000	528073.00	0.00	0	9999-12-31	1	0.000000	BRCMIGR02OR9	218
2018-01-02	96	CMIG9F	20	CEMIG	ON  REC N1		R$	6.50	6.89	6.40	6.46	6.57	6.44	6.87	23	535	3459.51	0.00	0	9999-12-31	1	0.000000	BRCMIGR02OR9	218
2018-01-02	78	CMIGA614	70	CMIG	PN      N1	000	R$	0.81	0.81	0.81	0.81	0.81	0.00	0.00	1	4900	3969.00	6.14	0	2018-01-15	1	0.000000	BRCMIGACNPR3	220
2018-01-02	78	CMIGA68	70	CMIG	PN      N1	000	R$	0.42	0.47	0.41	0.45	0.47	0.20	0.00	7	7800	3558.00	6.54	0	2018-01-15	1	0.000000	BRCMIGACNPR3	219
2018-01-02	78	CMIGA7	70	CMIG  FM	PN      N1	000	R$	0.28	0.32	0.27	0.29	0.27	0.00	0.32	16	44700	13312.00	6.74	0	2018-01-15	1	0.000000	BRCMIGACNPR3	219
2018-01-02	78	CMIGA72	70	CMIG  FM	PN      N1	000	R$	0.17	0.17	0.14	0.15	0.15	0.01	0.20	11	27100	4166.00	6.94	0	2018-01-15	1	0.000000	BRCMIGACNPR3	219
2018-01-02	78	CMIGA74	70	CMIG  FM	PN      N1	000	R$	0.09	0.09	0.09	0.09	0.09	0.06	0.09	5	14600	1314.00	7.14	0	2018-01-15	1	0.000000	BRCMIGACNPR3	219
2018-01-02	78	CMIGA76	70	CMIG  FM	PN      N1	000	R$	0.04	0.04	0.04	0.04	0.04	0.00	0.04	3	55000	2200.00	7.34	0	2018-01-15	1	0.000000	BRCMIGACNPR3	219
2018-01-02	78	CMIGA8	70	CMIG	PN      N1	000	R$	0.02	0.02	0.02	0.02	0.02	0.00	0.90	1	5000	100.00	7.74	0	2018-01-15	1	0.000000	BRCMIGACNPR3	219
2018-01-02	78	CMIGA9	70	CMIG	PN      N1	000	R$	0.01	0.01	0.01	0.01	0.01	0.00	0.02	2	22000	220.00	8.74	0	2018-01-15	1	0.000000	BRCMIGACNPR3	219
2018-01-02	78	CMIGB7	70	CMIG  FM	PN      N1	000	R$	0.32	0.33	0.30	0.32	0.33	0.31	0.48	7	24500	7945.00	7.00	0	2018-02-19	1	0.000000	BRCMIGACNPR3	220
2018-01-02	78	CMIGB72	70	CMIG  FM	PN      N1	000	R$	0.25	0.28	0.24	0.25	0.28	0.02	0.27	6	2600	670.00	7.20	0	2018-02-19	1	0.000000	BRCMIGACNPR3	220
2018-01-02	78	CMIGB74	70	CMIG  FM	PN      N1	000	R$	0.18	0.20	0.18	0.18	0.19	0.00	0.20	6	7200	1363.00	7.40	0	2018-02-19	1	0.000000	BRCMIGACNPR3	220
2018-01-02	78	CMIGB8	70	CMIG	PN      N1	000	R$	0.11	0.11	0.08	0.09	0.08	0.07	0.10	4	3500	335.00	8.00	0	2018-02-19	1	0.000000	BRCMIGACNPR3	220
2018-01-02	78	CMIGC68	70	CMIG	PN      N1	000	R$	0.56	0.58	0.56	0.57	0.58	0.54	0.00	2	5100	2956.00	6.80	0	2018-03-19	1	0.000000	BRCMIGACNPR3	220
2018-01-02	78	CMIGC72	70	CMIG	PN      N1	000	R$	0.34	0.37	0.34	0.35	0.37	0.00	0.00	2	1400	497.00	7.20	0	2018-03-19	1	0.000000	BRCMIGACNPR3	220
2018-01-02	78	CMIGC74	70	CMIG	PN      N1	000	R$	0.30	0.30	0.30	0.30	0.30	0.00	0.00	1	2000	600.00	7.40	0	2018-03-19	1	0.000000	BRCMIGACNPR3	220
2018-01-02	82	CMIGM7	80	CMIGE  FM	PN      N1	000	R$	0.09	0.09	0.08	0.08	0.08	0.07	0.00	2	7000	570.00	6.74	0	2018-01-15	1	0.000000	BRCMIGACNPR3	219
2018-01-02	82	CMIGM9	80	CMIGE	PN      N1	000	R$	1.75	1.75	1.75	1.75	1.75	1.75	0.00	1	400	700.00	8.74	0	2018-01-15	1	0.000000	BRCMIGACNPR3	219
2018-01-02	82	CMIGN66	80	CMIGE  FM	PN      N1	000	R$	0.20	0.21	0.19	0.19	0.20	0.00	0.00	6	50000	9928.00	6.60	0	2018-02-19	1	0.000000	BRCMIGACNPR3	220
2018-01-02	82	CMIGN74	80	CMIGE	PN      N1	000	R$	0.56	0.56	0.56	0.56	0.56	0.00	0.00	1	400	224.00	7.40	0	2018-02-19	1	0.000000	BRCMIGACNPR3	220
2018-01-02	12	CNES11	10	FII CENESP	CI  ER		R$	98.10	101.84	98.00	98.96	99.11	99.11	101.00	29	750	74220.73	0.00	0	9999-12-31	1	0.000000	BRCNESCTF001	181
2018-01-02	2	COCA34	10	COCA COLA	DRN		R$	149.50	149.50	149.50	149.50	149.50	0.00	0.00	1	500	74750.00	0.00	0	9999-12-31	1	0.000000	BRCOCABDR002	125
2018-01-02	2	COCE5	10	COELCE	PNA		R$	54.14	54.36	53.87	53.96	53.87	53.86	54.35	33	7800	420945.00	0.00	0	9999-12-31	1	0.000000	BRCOCEACNPA3	137
2018-01-02	96	COCE5F	20	COELCE	PNA		R$	54.07	54.07	54.04	54.04	54.04	54.00	54.99	3	75	4053.30	0.00	0	9999-12-31	1	0.000000	BRCOCEACNPA3	137
2018-01-02	2	CPFE3	10	CPFL ENERGIA	ON      NM		R$	19.45	19.57	19.23	19.41	19.43	19.43	19.48	2804	744000	14444626.00	0.00	0	9999-12-31	1	0.000000	BRCPFEACNOR0	127
2018-01-02	96	CPFE3F	20	CPFL ENERGIA	ON      NM		R$	19.36	19.54	19.30	19.40	19.41	19.41	19.45	51	1605	31140.90	0.00	0	9999-12-31	1	0.000000	BRCPFEACNOR0	127
2018-01-02	62	CPFE3T	30	CPFL ENERGIA	ON      NM	062	R$	19.52	19.53	19.52	19.52	19.53	0.00	0.00	2	3000	58560.06	0.00	0	9999-12-31	1	0.000000	BRCPFEACNOR0	127
